fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,quality,type
7.1,0.37,0.3,6.2,0.04,0.049,0.139,990.21,3.17,0.27,13.6,6,white
7.2,0.23,0.82,1.3,0.149,0.07,0.109,993.04,2.93,0.42,9.2,6,white
6.5,0.33,0.3,3.8,0.036,0.034,0.088,990.28,3.25,0.63,12.5,7,white
7.2,0.25,0.32,1.5,0.054,0.024,0.105,991.54,3.17,0.48,11.1,6,white
6.2,0.39,0.24,4.8,0.037,0.045,0.138,991.74,3.23,0.43,11.2,7,white
4.7,0.455,0.18,1.9,0.036,0.033,0.106,987.46,3.21,0.83,14,7,white
7.1,0.37,0.3,6.2,0.04,0.049,0.139,990.21,3.17,0.27,13.6,6,white
6.2,0.28,0.51,7.9,0.056,0.049,0.206,995.6,3.18,0.52,9.4,5,white
6.4,0.35,0.28,1.6,0.037,0.031,0.113,987.79,3.12,0.4,14.2,7,white
6.6,0.31,0.28,1.4,0.035,0.028,0.107,988.36,3,0.4,13.2,6,white
7.4,0.25,0.37,2.6,0.05,0.024,0.132,991.38,3.04,0.53,11.2,6,white
7.3,0.36,0.34,14.8,0.057,0.046,0.173,997.51,3.14,0.57,10.2,5,white
6.7,0.31,0.3,2.4,0.038,0.03,0.083,988.67,3.09,0.36,12.8,7,white
8.6,0.31,0.3,0.9,0.045,0.016,0.109,992.49,2.95,0.39,10.1,5,white
8.6,0.31,0.3,0.9,0.045,0.016,0.109,992.49,2.95,0.39,10.1,5,white
8.6,0.22,0.33,1.2,0.031,0.038,0.095,992.39,2.83,0.31,10.3,5,white
6.9,0.14,0.29,9.9,0.056,0.03,0.091,995.12,3.19,0.33,9.9,6,white
6.5,0.22,0.31,3.9,0.046,0.017,0.106,990.98,3.15,0.31,11.5,5,white
6.6,0.32,0.47,15.6,0.063,0.027,0.173,998.72,3.18,0.56,9,5,white
6.6,0.32,0.47,15.6,0.063,0.027,0.173,998.72,3.18,0.56,9,5,white
6.1,0.28,0.26,1.5,0.03,0.025,0.101,988.94,3.03,0.41,12.1,6,white
6.2,0.3,0.28,1.6,0.036,0.028,0.106,988.245,3.14,0.41,13.3,6,white
6.9,0.22,0.28,7.8,0.05,0.043,0.116,993.26,3.22,0.6,11.5,8,white
8.7,0.31,0.21,5.6,0.039,0.028,0.067,993.28,2.96,0.52,11,4,white
7.3,0.27,0.3,1.3,0.04,0.026,0.084,992.22,3.28,0.53,10.7,6,white
7,0.46,0.2,16.7,0.046,0.05,0.184,998.98,3.08,0.56,9.4,5,white
5.7,0.23,0.25,7.95,0.042,0.016,0.108,994.86,3.44,0.61,10.3,6,white
6.5,0.36,0.36,6.7,0.185,0.0515,0.151,995.28,3.17,0.42,9.3,5,white
8.2,0.18,0.38,1.1,0.04,0.041,0.092,990.62,2.88,0.6,12,6,white
6.2,0.27,0.32,6.3,0.048,0.047,0.159,992.82,3.21,0.6,11,6,white
6.9,0.4,0.37,8.9,0.053,0.036,0.148,996,3.16,0.5,9.3,5,white
4.9,0.345,0.34,1,0.068,0.032,0.143,991.38,3.24,0.4,10.1,5,white
7.2,0.23,0.39,1.5,0.053,0.026,0.106,991.66,3.18,0.47,11.1,6,white
6.4,0.2,0.15,6.6,0.046,0.026,0.113,994.08,2.99,0.58,9.9,6,white
6.1,0.27,0.32,6.2,0.048,0.047,0.161,992.81,3.22,0.6,11,6,white
6.2,0.27,0.32,6.3,0.048,0.047,0.159,992.82,3.21,0.6,11,6,white
6,0.3,0.33,2.1,0.042,0.031,0.127,989.64,3.32,0.42,12.5,6,white
6.1,0.3,0.32,2.2,0.042,0.041,0.142,989.52,3.31,0.44,12.7,7,white
5.7,0.14,0.3,5.4,0.045,0.026,0.105,994.69,3.32,0.45,9.3,5,white
6.9,0.4,0.37,8.9,0.053,0.036,0.148,996,3.16,0.5,9.3,5,white
4.9,0.345,0.34,1,0.068,0.032,0.143,991.38,3.24,0.4,10.1,5,white
6.3,0.33,0.2,17.9,0.066,0.036,0.161,999.1,3.14,0.51,8.8,5,white
7,0.16,0.3,2.6,0.043,0.034,0.09,990.47,2.88,0.47,11.2,6,white
8.4,0.22,0.3,1.3,0.038,0.045,0.122,991.78,3.13,0.54,10.8,7,white
6.3,0.33,0.2,17.9,0.066,0.036,0.161,999.1,3.14,0.51,8.8,5,white
7,0.16,0.3,2.6,0.043,0.034,0.09,990.47,2.88,0.47,11.2,6,white
5.4,0.24,0.18,2.3,0.05,0.022,0.145,992.07,3.24,0.46,10.3,5,white
7.7,0.31,0.36,4.3,0.026,0.015,0.087,991.52,3.11,0.48,12,5,white
5.6,0.185,0.19,7.1,0.048,0.036,0.11,994.38,3.26,0.41,9.5,6,white
5.6,0.185,0.19,7.1,0.048,0.036,0.11,994.38,3.26,0.41,9.5,6,white
6.6,0.43,0.24,11.9,0.04,0.054,0.159,996.22,3.14,0.54,9.8,6,white
7.6,0.39,0.46,11.7,0.084,0.055,0.17,997.73,2.91,0.51,9,5,white
7.2,0.58,0.27,5.8,0.032,0.04,0.118,990.88,3.17,0.53,13,7,white
6,0.34,0.32,3.8,0.044,0.013,0.116,991.08,3.39,0.44,11.8,7,white
7.5,0.35,0.48,12.4,0.056,0.061,0.1765,998.03,2.97,0.52,8.8,5,white
7.3,0.38,0.23,6.5,0.05,0.018,0.102,993.04,3.1,0.55,11.2,4,white
5.4,0.185,0.19,7.1,0.048,0.036,0.11,994.38,3.26,0.41,9.5,6,white
6.3,0.27,0.51,7.6,0.049,0.035,0.2,995.48,3.16,0.54,9.4,4,white
6.5,0.29,0.52,7.9,0.049,0.035,0.192,995.51,3.16,0.51,9.5,6,white
6.4,0.17,0.3,2.8,0.034,0.033,0.125,991.52,3.03,0.49,10.4,6,white
6.7,0.18,0.31,10.6,0.035,0.042,0.143,995.72,3.08,0.49,9.8,7,white
6.4,0.17,0.3,2.8,0.034,0.033,0.125,991.52,3.03,0.49,10.4,6,white
6.8,0.37,0.67,1.5,0.175,0.016,0.098,992.44,3.06,0.56,10.3,6,white
6.3,0.27,0.51,7.6,0.049,0.035,0.2,995.48,3.16,0.54,9.4,4,white
6.5,0.29,0.52,7.9,0.049,0.035,0.192,995.51,3.16,0.51,9.5,6,white
6.1,0.24,0.26,1.7,0.033,0.061,0.134,990.3,3.19,0.81,11.9,7,white
7,0.32,0.29,7.6,0.025,0.035,0.124,991.62,3.15,0.65,12.8,7,white
6.9,0.27,0.25,7.5,0.03,0.018,0.117,991.16,3.09,0.38,13,6,white
6.5,0.29,0.53,1.7,0.04,0.041,0.192,992.2,3.26,0.59,10.4,7,white
6.5,0.29,0.52,1.7,0.034,0.041,0.193,992.23,3.25,0.59,10.4,6,white
6.1,0.22,0.25,12.1,0.035,0.054,0.135,994.81,3.21,0.4,10.7,5,white
6.3,0.22,0.27,4.5,0.036,0.081,0.157,992.8,3.05,0.76,10.7,7,white
6.1,0.24,0.26,1.7,0.033,0.061,0.134,990.3,3.19,0.81,11.9,7,white
5.6,0.23,0.25,8,0.043,0.031,0.101,994.29,3.19,0.42,10.4,6,white
7,0.32,0.29,7.6,0.025,0.035,0.124,991.62,3.15,0.65,12.8,7,white
6.8,0.11,0.27,8.6,0.044,0.045,0.104,994.54,3.2,0.37,9.9,6,white
6.8,0.11,0.27,8.6,0.044,0.045,0.104,994.54,3.2,0.37,9.9,6,white
7.3,0.23,0.41,14.6,0.048,0.073,0.223,998.63,3.16,0.71,9.4,6,white
6.1,0.2,0.17,1.6,0.048,0.046,0.129,991,3.3,0.43,11.4,6,white
6.8,0.11,0.27,8.6,0.044,0.045,0.104,994.54,3.2,0.37,9.9,6,white
7.3,0.23,0.41,14.6,0.048,0.073,0.223,998.63,3.16,0.71,9.4,6,white
6.9,0.2,0.41,1.1,0.06,0.036,0.104,993.17,2.99,0.39,9.2,5,white
6.7,0.19,0.32,3.7,0.041,0.026,0.076,991.73,2.9,0.57,10.5,7,white
6.7,0.28,0.34,8.9,0.048,0.032,0.111,994.55,3.25,0.54,11,7,white
6.7,0.28,0.34,8.9,0.048,0.032,0.111,994.55,3.25,0.54,11,7,white
8,0.37,0.31,4.7,0.038,0.003,0.127,991.86,2.9,0.72,12.1,5,white
6.7,0.28,0.34,8.9,0.048,0.032,0.111,994.55,3.25,0.54,11,7,white
6,0.26,0.29,3.1,0.041,0.037,0.144,989.44,3.22,0.39,12.8,7,white
6.4,0.24,0.49,5.8,0.053,0.025,0.12,994.2,3.01,0.98,10.5,6,white
6.4,0.24,0.49,5.8,0.053,0.025,0.12,994.2,3.01,0.98,10.5,6,white
6.4,0.24,0.49,5.8,0.053,0.025,0.12,994.2,3.01,0.98,10.5,6,white
6.4,0.25,0.57,1,0.062,0.021,0.122,992.38,3,0.4,9.5,5,white
6.1,0.25,0.48,15.8,0.052,0.025,0.094,997.82,3.07,0.45,9.2,6,white
6.8,0.14,0.35,1.5,0.047,0.04,0.117,991.11,3.07,0.72,11.1,6,white
6.5,0.38,0.26,5.2,0.042,0.033,0.112,990.67,3.06,0.5,12.3,7,white
6.8,0.14,0.35,1.5,0.047,0.04,0.117,991.11,3.07,0.72,11.1,6,white
5.4,0.15,0.32,2.5,0.037,0.01,0.051,988.78,3.04,0.58,12.6,6,white
6.4,0.25,0.57,1,0.062,0.021,0.122,992.38,3,0.4,9.5,5,white
6.1,0.25,0.48,15.8,0.052,0.025,0.094,997.82,3.07,0.45,9.2,6,white
6.8,0.22,0.32,5.9,0.054,0.04,0.152,993.8,3.2,0.57,10.8,6,white
7.2,0.21,0.29,3.1,0.044,0.039,0.122,991.43,3,0.6,11.3,6,white
6,0.26,0.29,3.1,0.041,0.037,0.144,989.44,3.22,0.39,12.8,7,white
6.4,0.24,0.49,5.8,0.053,0.025,0.12,994.2,3.01,0.98,10.5,6,white
6.5,0.46,0.24,11.5,0.051,0.056,0.171,995.88,3.08,0.56,9.8,6,white
6.5,0.18,0.48,18,0.054,0.056,0.183,"1,000.38",2.98,0.61,8.5,6,white
6.2,0.32,0.12,4.8,0.054,0.006,0.097,994.24,3.16,0.5,9.3,5,white
7.2,0.4,0.24,8.5,0.055,0.045,0.151,996.26,3.2,0.52,9.2,5,white
5.9,0.23,0.24,1.6,0.037,0.032,0.115,990.76,3.21,0.51,11.4,6,white
6.4,0.18,0.48,18,0.054,0.056,0.183,"1,000.38",2.98,0.61,8.5,6,white
6.2,0.32,0.12,4.8,0.054,0.006,0.097,994.24,3.16,0.5,9.3,5,white
6.4,0.37,0.12,5.9,0.056,0.006,0.091,995.36,3.06,0.46,8.4,4,white
7,0.23,0.42,1.1,0.062,0.035,0.1,993.18,3.04,0.4,9.2,5,white
7.2,0.4,0.24,8.5,0.055,0.045,0.151,996.26,3.2,0.52,9.2,5,white
7.6,0.19,0.37,13.1,0.033,0.052,0.151,997.26,3.18,0.79,10.4,6,white
6,0.28,0.27,4.1,0.046,0.05,0.147,991.26,3.27,0.56,11.6,6,white
6.2,0.32,0.45,2.9,0.029,0.037,0.094,989.98,3.25,0.6,12.4,6,white
7.6,0.19,0.37,13.1,0.033,0.052,0.151,997.26,3.18,0.79,10.4,6,white
6.4,0.26,0.26,1.1,0.052,0.022,0.176,993.04,3.09,0.54,9.3,5,white
5.9,0.25,0.27,1.5,0.029,0.037,0.081,989.2,3.2,0.46,12.2,6,white
6.1,0.28,0.3,7.75,0.031,0.033,0.139,992.96,3.22,0.46,11,6,white
6.9,0.19,0.38,1.15,0.023,0.03,0.105,990.47,3.11,0.38,11.4,5,white
6.4,0.29,0.57,1,0.06,0.015,0.12,992.4,3.06,0.41,9.5,5,white
6.8,0.27,0.22,17.8,0.034,0.016,0.116,998.9,3.07,0.53,9.2,5,white
7.5,0.26,0.38,5.7,0.021,0.023,0.125,993.38,3.13,0.62,11.1,6,white
6.8,0.27,0.22,17.8,0.034,0.016,0.116,998.9,3.07,0.53,9.2,5,white
6.4,0.2,0.22,7.4,0.032,0.053,0.172,994.04,3.24,0.58,11,6,white
7.3,0.33,0.22,1.4,0.041,0.04,0.177,992.87,3.14,0.48,9.9,5,white
7.3,0.34,0.22,1.4,0.044,0.043,0.176,992.86,3.14,0.46,9.9,5,white
6.4,0.29,0.57,1,0.06,0.015,0.12,992.4,3.06,0.41,9.5,5,white
6.1,1.1,0.16,4.4,0.033,0.008,0.109,990.58,3.35,0.47,12.4,4,white
6.3,0.24,0.29,1.6,0.052,0.048,0.185,993.4,3.21,0.5,9.4,5,white
6.2,0.24,0.22,7.9,0.053,0.045,0.149,995.45,3.23,0.52,9.3,5,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
7.2,0.17,0.28,17.55,0.05,0.033,0.154,999.71,2.94,0.43,9,7,white
6.9,0.19,0.35,13.5,0.038,0.049,0.118,995.46,3,0.63,10.7,6,white
6.9,0.19,0.35,13.5,0.038,0.049,0.118,995.46,3,0.63,10.7,6,white
6.8,0.16,0.36,1.3,0.034,0.032,0.098,990.58,3.02,0.58,11.3,6,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
6.8,0.3,0.27,11.6,0.028,0.022,0.097,993.14,2.96,0.38,11.7,6,white
6.2,0.24,0.22,7.9,0.053,0.045,0.149,995.45,3.23,0.52,9.3,5,white
7.4,0.16,0.27,15.5,0.05,0.025,0.135,998.4,2.9,0.43,8.7,7,white
7.2,0.17,0.28,17.55,0.05,0.033,0.154,999.71,2.94,0.43,9,7,white
6.8,0.3,0.27,11.6,0.028,0.022,0.097,993.14,2.96,0.38,11.7,6,white
6.5,0.43,0.18,13.15,0.032,0.025,0.131,995.65,3.23,0.51,10.7,5,white
6.6,0.17,0.36,1.9,0.036,0.038,0.11,990.56,3.05,0.54,11.4,6,white
6.9,0.19,0.35,13.5,0.038,0.049,0.118,995.46,3,0.63,10.7,6,white
6.8,0.16,0.36,1.3,0.034,0.032,0.098,990.58,3.02,0.58,11.3,6,white
6.4,0.41,0.01,6.1,0.048,0.02,0.07,993.62,3.19,0.42,10,5,white
6.4,0.41,0.01,6.1,0.048,0.02,0.07,993.62,3.19,0.42,10,5,white
7.4,0.36,0.32,1.9,0.036,0.027,0.119,991.96,3.15,0.49,11.2,6,white
6.1,0.17,0.21,1.9,0.09,0.044,0.13,992.55,3.07,0.41,9.7,5,white
5.5,0.28,0.21,1.6,0.032,0.023,0.085,990.27,3.42,0.42,12.5,5,white
6.6,0.5,0.26,11.3,0.029,0.032,0.11,993.02,3.27,0.78,12.9,8,white
7.1,0.44,0.27,8.4,0.057,0.06,0.16,992.57,3.16,0.36,11.8,6,white
6.9,0.38,0.28,8.3,0.062,0.022,0.166,995.06,3.16,0.72,10.6,5,white
7.1,0.44,0.27,8.4,0.057,0.06,0.16,992.57,3.16,0.36,11.8,6,white
6.2,0.24,0.28,12.2,0.049,0.054,0.133,995.2,3.19,0.37,10.7,6,white
6.1,0.28,0.27,8,0.048,0.041,0.162,994.98,3.21,0.51,9.9,5,white
7.6,0.26,0.32,1.3,0.048,0.023,0.076,990.3,2.96,0.46,12,6,white
7.5,0.16,0.38,12.7,0.043,0.0705,0.163,997.06,3.15,0.82,10.4,7,white
6.5,0.36,0.16,1.3,0.054,0.011,0.107,993.98,3.19,0.39,8.5,5,white
6.6,0.35,0.19,10.5,0.06,0.015,0.082,995.88,3.13,0.38,9.9,4,white
5.7,0.25,0.26,12.5,0.049,0.0525,0.12,996.91,3.08,0.45,9.4,6,white
7.4,0.37,0.26,9.6,0.05,0.033,0.134,996.08,3.13,0.46,10.4,5,white
5.7,0.25,0.21,1.5,0.044,0.021,0.108,991.42,3.3,0.59,11,6,white
5.8,0.23,0.21,1.5,0.044,0.021,0.11,991.38,3.3,0.57,11,6,white
5.4,0.265,0.28,7.8,0.052,0.027,0.091,994.32,3.19,0.38,10.4,6,white
5.7,0.25,0.27,10.8,0.05,0.058,0.116,995.92,3.1,0.5,9.8,6,white
5.7,0.25,0.26,12.5,0.049,0.0525,0.106,996.91,3.08,0.45,9.4,6,white
5.9,0.23,0.28,8.6,0.046,0.037,0.142,994.32,3.23,0.53,10.6,6,white
6.2,0.3,0.32,1.2,0.052,0.032,0.185,992.66,3.28,0.44,10.1,5,white
6.5,0.33,0.24,14.5,0.048,0.02,0.096,994.56,3.06,0.3,11.5,8,white
7.4,0.26,0.29,3.7,0.048,0.014,0.073,991.5,3.06,0.45,11.4,6,white
7,0.2,0.4,1.1,0.058,0.03,0.093,993.22,3.03,0.38,9.2,6,white
6.5,0.21,0.42,1.1,0.059,0.033,0.101,992.7,3.12,0.38,9.7,6,white
7.3,0.25,0.27,3.8,0.047,0.016,0.079,991.73,3.07,0.46,11.3,6,white
6.8,0.27,0.24,4.6,0.098,0.036,0.127,994.12,3.15,0.49,9.6,6,white
6.7,0.24,0.3,10.2,0.07,0.044,0.179,996.66,2.86,0.46,8.9,6,white
6.4,0.14,0.28,7.9,0.057,0.021,0.082,994.25,3.26,0.36,10,6,white
6.4,0.5,0.2,2.4,0.059,0.019,0.112,993.14,3.18,0.4,9.2,6,white
6.6,0.41,0.27,10.7,0.11,0.02,0.103,996.72,3.08,0.41,9,6,white
6.4,0.25,0.28,4.9,0.03,0.029,0.098,990.24,3.09,0.58,12.8,7,white
6.6,0.41,0.27,10.7,0.11,0.02,0.103,996.72,3.08,0.41,9,6,white
8,0.25,0.35,1.1,0.054,0.013,0.136,993.66,3.08,0.55,9.5,5,white
6.4,0.14,0.28,7.9,0.057,0.021,0.082,994.25,3.26,0.36,10,6,white
6.6,0.21,0.34,5.6,0.046,0.03,0.14,992.99,3.22,0.38,11,5,white
6.4,0.5,0.2,2.4,0.059,0.019,0.112,993.14,3.18,0.4,9.2,6,white
6.3,0.29,0.23,14.2,0.037,0.024,0.099,995.28,3.08,0.38,10.6,6,white
6.9,0.37,0.23,9.5,0.057,0.054,0.166,995.68,3.23,0.42,10,5,white
6.9,0.37,0.23,9.5,0.057,0.054,0.166,995.68,3.23,0.42,10,5,white
5.7,0.31,0.28,4.1,0.03,0.022,0.086,990.62,3.31,0.38,11.7,7,white
6.9,0.45,0.27,4.7,0.035,0.017,0.08,990.58,3.12,0.36,12.5,7,white
6.9,0.3,0.45,1.4,0.039,0.036,0.122,990.59,3.07,0.47,11.1,7,white
5.3,0.23,0.56,0.9,0.041,0.046,0.141,991.19,3.16,0.62,9.7,5,white
6.8,0.3,0.26,20.3,0.037,0.045,0.15,997.27,3.04,0.38,12.3,6,white
6.7,0.28,0.42,3.5,0.035,0.043,0.105,990.21,3.18,0.38,12.2,6,white
5,0.255,0.22,2.7,0.043,0.046,0.153,992.38,3.75,0.76,11.3,6,white
7.6,0.4,0.27,1.2,0.053,0.023,0.193,991.64,3.22,0.38,11.6,5,white
5.5,0.21,0.25,1.2,0.04,0.018,0.075,990.06,3.31,0.56,11.3,6,white
6,0.2,0.25,2,0.041,0.03,0.095,990.78,3.27,0.56,11.1,6,white
6.1,0.17,0.29,1.1,0.041,0.032,0.092,990.36,3.26,0.57,11.2,6,white
7.5,0.21,0.29,1.5,0.046,0.035,0.107,991.23,3.15,0.45,11.3,6,white
7.3,0.26,0.32,1.2,0.041,0.029,0.094,989.78,3.07,0.45,12,6,white
6.2,0.35,0.2,18.1,0.069,0.033,0.158,999.08,3.15,0.5,8.8,6,white
6.2,0.35,0.2,18.1,0.069,0.033,0.158,999.08,3.15,0.5,8.8,6,white
6.5,0.43,0.31,3.6,0.046,0.019,0.143,990.22,3.15,0.34,12,8,white
6.5,0.4,0.31,3.5,0.046,0.022,0.147,990.24,3.15,0.31,12,7,white
7.4,0.28,0.5,12.1,0.049,0.048,0.122,997.3,3.01,0.44,9,5,white
6.3,0.23,0.22,17.45,0.054,0.042,0.151,998.53,3.12,0.6,9.3,6,white
6.2,0.34,0.25,12.1,0.059,0.033,0.171,997.69,3.14,0.56,8.7,6,white
6.6,0.44,0.32,3,0.095,0.013,0.075,989.54,3.1,0.63,12.8,6,white
6,0.13,0.36,1.6,0.052,0.023,0.072,989.74,3.1,0.5,11.5,7,white
6.3,0.17,0.23,5.7,0.048,0.044,0.147,993.82,3.08,0.54,10,5,white
6.3,0.18,0.22,5.6,0.047,0.045,0.147,993.83,3.09,0.54,10,5,white
6.7,0.31,0.34,6.8,0.059,0.051,0.215,995.38,3.33,0.56,10.3,5,white
6.6,0.33,0.32,15.6,0.054,0.062,0.227,997.34,3.25,0.56,10.4,5,white
6.3,0.34,0.31,6,0.02,0.018,0.068,989.81,3.22,0.29,13.4,7,white
6.8,0.29,0.32,1.8,0.032,0.018,0.13,990.95,3.05,0.62,11.2,6,white
7.4,0.31,0.26,8.6,0.048,0.047,0.206,996.4,3.26,0.36,9.1,5,white
7.4,0.31,0.26,8.6,0.048,0.047,0.206,996.4,3.26,0.36,9.1,5,white
5.7,0.25,0.27,11.5,0.04,0.024,0.12,994.11,3.33,0.31,10.8,6,white
6.8,0.27,0.28,7.8,0.038,0.026,0.089,991.5,3.24,0.34,12.5,6,white
5.9,0.26,0.24,2.4,0.046,0.027,0.132,992.34,3.63,0.73,11.3,5,white
5.9,0.65,0.23,5,0.035,0.02,0.128,990.16,3.46,0.48,12.8,6,white
7.4,0.31,0.26,8.6,0.048,0.047,0.206,996.4,3.26,0.36,9.1,5,white
6.6,0.23,0.32,1.5,0.041,0.008,0.072,989.49,3.22,0.39,12.7,6,white
6.8,0.18,0.35,5.4,0.054,0.053,0.143,992.87,3.1,0.54,11,7,white
6.8,0.28,0.29,11.9,0.052,0.051,0.149,995.44,3.02,0.58,10.4,6,white
6.8,0.28,0.29,11.9,0.052,0.051,0.149,995.44,3.02,0.58,10.4,6,white
5.9,0.27,0.27,9,0.051,0.043,0.136,994.1,3.25,0.53,10.7,6,white
6.1,0.25,0.28,10,0.055,0.056,0.131,994,3.22,0.35,10.9,6,white
6.8,0.28,0.29,11.9,0.052,0.051,0.149,995.44,3.02,0.58,10.4,6,white
6.8,0.26,0.29,11.9,0.052,0.054,0.16,995.46,3.03,0.58,10.4,6,white
7.1,0.13,0.29,15.5,0.064,0.056,0.1155,997.37,3.16,0.41,9.7,7,white
6.8,0.18,0.35,5.4,0.054,0.053,0.143,992.87,3.1,0.54,11,7,white
6.2,0.2,0.25,15,0.055,0.008,0.12,997.67,3.19,0.53,9.6,6,white
5.8,0.24,0.28,1.4,0.038,0.04,0.076,987.11,3.1,0.29,13.9,7,white
7.6,0.48,0.31,9.4,0.046,0.006,0.194,997.14,3.07,0.61,9.4,5,white
7.4,0.26,0.32,3.7,0.032,0.029,0.193,991.34,3.1,0.67,12.5,6,white
6.2,0.2,0.25,15,0.055,0.008,0.12,997.67,3.19,0.53,9.6,6,white
6.1,0.3,0.47,1.4,0.049,0.05,0.187,992.7,3.19,0.45,9.5,5,white
6.2,0.32,0.5,6.5,0.048,0.061,0.186,994.8,3.19,0.45,9.6,5,white
6.1,0.3,0.47,1.4,0.049,0.05,0.187,992.7,3.19,0.45,9.5,5,white
6.3,0.34,0.52,6.3,0.047,0.063,0.186,994.81,3.18,0.44,9.6,5,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
7.2,0.26,0.38,1.5,0.061,0.012,0.12,991.92,3.18,0.46,10.4,5,white
7,0.31,0.35,1.6,0.063,0.013,0.119,991.84,3.22,0.5,10.7,5,white
6.6,0.22,0.35,1.4,0.05,0.023,0.083,990.19,3.17,0.48,12,7,white
5.8,0.23,0.31,3.5,0.044,0.035,0.158,989.98,3.19,0.37,12.1,7,white
6.3,0.17,0.32,1,0.04,0.039,0.118,988.86,3.31,0.4,13.1,8,white
6,0.19,0.26,1.4,0.039,0.03,0.104,989.98,3.32,0.41,12.4,6,white
6.7,0.21,0.34,1.5,0.035,0.045,0.123,989.49,3.24,0.36,12.6,7,white
7.4,0.16,0.3,13.7,0.056,0.033,0.168,998.25,2.9,0.44,8.7,7,white
6.6,0.22,0.37,1.6,0.04,0.031,0.101,990.09,3.15,0.66,12,5,white
6.8,0.34,0.27,5.2,0.06,0.014,0.169,992.52,3.27,0.57,11.6,6,white
7.1,0.34,0.86,1.4,0.174,0.036,0.099,992.88,2.92,0.5,9.3,5,white
6.3,0.24,0.22,11.9,0.05,0.065,0.179,996.59,3.06,0.58,9.3,6,white
6.9,0.35,0.39,2.4,0.048,0.025,0.157,991.33,3.2,0.54,11.1,7,white
6.8,0.24,0.33,3.2,0.049,0.068,0.161,993.24,3.1,0.69,10.2,6,white
6.4,0.25,0.33,1.7,0.037,0.035,0.113,991.64,3.23,0.66,10.6,6,white
5.8,0.19,0.33,4.2,0.038,0.049,0.133,991.07,3.16,0.42,11.3,7,white
6.9,0.24,0.4,15.4,0.052,0.081,0.198,998.6,3.2,0.69,9.4,5,white
6.5,0.31,0.61,13,0.053,0.031,0.123,997.08,3.09,0.5,9.3,6,white
6.6,0.25,0.32,5.6,0.039,0.015,0.068,991.63,2.96,0.52,11.1,6,white
7.5,0.38,0.56,9.7,0.055,0.015,0.17,996.05,3.13,0.65,9.9,6,white
6.2,0.3,0.3,2.5,0.041,0.029,0.082,990.65,3.31,0.61,11.8,7,white
6.4,0.33,0.28,4,0.04,0.024,0.081,990.3,3.26,0.64,12.6,7,white
6.9,0.24,0.4,15.4,0.052,0.081,0.198,998.6,3.2,0.69,9.4,5,white
7.6,0.27,0.32,1.2,0.043,0.023,0.072,992.36,3.06,0.68,10.5,5,white
5.9,0.24,0.34,2,0.037,0.04,0.108,989.48,3.19,0.5,12.3,6,white
5.3,0.33,0.3,1.2,0.048,0.025,0.119,990.45,3.32,0.62,11.3,6,white
6.4,0.21,0.21,5.1,0.097,0.021,0.105,993.9,3.07,0.46,9.6,5,white
7,0.22,0.3,1.4,0.04,0.014,0.063,989.85,3.2,0.33,12,6,white
7.8,0.27,0.35,1.2,0.05,0.036,0.14,991.38,3.09,0.45,11.2,5,white
6.7,0.2,0.24,6.5,0.044,0.028,0.1,993.48,3.12,0.33,10.2,6,white
8.1,0.27,0.33,1.3,0.045,0.026,0.1,990.66,2.98,0.44,12.4,6,white
6.7,0.2,0.24,6.5,0.044,0.028,0.1,993.48,3.12,0.33,10.2,6,white
7.1,0.45,0.24,2.7,0.04,0.024,0.087,988.62,2.94,0.38,13.4,8,white
5.8,0.22,0.29,1.3,0.036,0.025,0.068,988.65,3.24,0.35,12.6,6,white
6.3,0.3,0.48,7.4,0.053,0.034,0.149,994.72,3.18,0.53,9.8,5,white
7.9,0.36,0.53,12.9,0.049,0.063,0.139,997.92,2.94,0.45,9.1,5,white
8.1,0.27,0.33,1.3,0.045,0.026,0.1,990.66,2.98,0.44,12.4,6,white
8,0.24,0.33,1.2,0.044,0.028,0.101,990.35,3.03,0.43,12.5,6,white
6.7,0.41,0.27,2.6,0.033,0.025,0.085,990.86,3.05,0.34,11.7,6,white
6.7,0.24,0.31,2.3,0.044,0.037,0.113,990.13,3.29,0.46,12.9,6,white
